# Data from Open Admin Data (https://openadmindata.org/mm/) — CC-BY-4.0. Please cite: https://github.com/open-admin-data/myanmar-administrative-divisions
id,level,level_name.local,level_name.en,name.local,name.en,name.slug,code.id,code.iso,parent.id,parent.name.local,parent.name.en,children_count.region,children_count.district,children_count.township,children_count.ward,zip_codes,geo.lat,geo.lon,source_url
MMR009025702,3,မြို့နယ်,Township,ကျောက်ထု,Kyaukhtu,kyaukhtu-MMR009025702,MMR009025702,,MMR009D005,ဂန့်ဂေါခရိုင်,Gangaw,,,,3,,21.406,94.136,
MMR009D001,2,ခရိုင်,District,မကွေးခရိုင်,Magway,magway-MMR009D001,MMR009D001,,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,,,7,406,,20.4111,95.1076,
MMR009D002,2,ခရိုင်,District,မင်းဘူးခရိုင်,Minbu,minbu-MMR009D002,MMR009D002,,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,,,7,324,,20.3606,94.6255,
MMR009D003,2,ခရိုင်,District,သရက်ခရိုင်,Thayet,thayet-MMR009D003,MMR009D003,,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,,,6,343,,19.4581,95.0701,
MMR009D004,2,ခရိုင်,District,ပခုက္ကူခရိုင်,Pakokku,pakokku-MMR009D004,MMR009D004,,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,,,7,385,,21.367,94.8735,
MMR009D005,2,ခရိုင်,District,ဂန့်ဂေါခရိုင်,Gangaw,gangaw-MMR009D005,MMR009D005,,MMR009,မကွေးတိုင်းဒေသကြီး,Magway,,,5,219,,21.6712,94.1754,
MMR010,1,တိုင်းဒေသကြီး/ပြည်နယ်,State/Region,မန္တလေးတိုင်းဒေသကြီး,Mandalay,mandalay-MMR010,MMR010,,,,,,7,34,1703,,21.6657,95.875,https://openadmindata.org/mm/regions/mandalay-MMR010/
MMR010001701,3,မြို့နယ်,Township,အောင်မြေသာဇံ,Aungmyaythazan,aungmyaythazan-MMR010001701,MMR010001701,,MMR010D001,မန္တလေးခရိုင်,Mandalay,,,,19,,21.99321,96.09686,
MMR010002701,3,မြို့နယ်,Township,ချမ်းအေးသာဇံ,Chanayethazan,chanayethazan-MMR010002701,MMR010002701,,MMR010D001,မန္တလေးခရိုင်,Mandalay,,,,20,,21.97535,96.0946,
MMR010003701,3,မြို့နယ်,Township,မဟာအောင်မြေ,Mahaaungmyay,mahaaungmyay-MMR010003701,MMR010003701,,MMR010D001,မန္တလေးခရိုင်,Mandalay,,,,18,,21.97535,96.0946,
MMR010004701,3,မြို့နယ်,Township,ချမ်းမြသာစည်,Chanmyathazi,chanmyathazi-MMR010004701,MMR010004701,,MMR010D001,မန္တလေးခရိုင်,Mandalay,,,,14,,21.9394,96.09584,
MMR010005701,3,မြို့နယ်,Township,ပြည်ကြီးတံခွန်,Pyigyitagon,pyigyitagon-MMR010005701,MMR010005701,,MMR010D001,မန္တလေးခရိုင်,Mandalay,,,,18,,21.90196,96.10418,
MMR010006701,3,မြို့နယ်,Township,အမရပူရ,Amarapura,amarapura-MMR010006701,MMR010006701,,MMR010D001,မန္တလေးခရိုင်,Mandalay,,,,50,,21.90314,96.04948,
MMR010006702,3,မြို့နယ်,Township,မြစ်ငယ်,Myitnge,myitnge-MMR010006702,MMR010006702,,MMR010D001,မန္တလေးခရိုင်,Mandalay,,,,1,,21.85418,96.06856,
MMR010007701,3,မြို့နယ်,Township,ပုသိမ်ကြီး,Patheingyi,patheingyi-MMR010007701,MMR010007701,,MMR010D001,မန္တလေးခရိုင်,Mandalay,,,,59,,22.00399,96.16465,
MMR010008701,3,မြို့နယ်,Township,ပြင်ဦးလွင်,Pyinoolwin,pyinoolwin-MMR010008701,MMR010008701,,MMR010D002,ပြင်ဦးလွင်ခရိုင်,Pyinoolwin,,,,59,,22.01397,96.45634,
MMR010009701,3,မြို့နယ်,Township,မတ္တရာ,Madaya,madaya-MMR010009701,MMR010009701,,MMR010D002,ပြင်ဦးလွင်ခရိုင်,Pyinoolwin,,,,88,,22.21036,96.10639,
MMR010010701,3,မြို့နယ်,Township,စဉ့်ကူး,Singu,singu-MMR010010701,MMR010010701,,MMR010D002,ပြင်ဦးလွင်ခရိုင်,Pyinoolwin,,,,39,,22.54838,95.99655,
MMR010011701,3,မြို့နယ်,Township,မိုးကုတ်,Mogoke,mogoke-MMR010011701,MMR010011701,,MMR010D002,ပြင်ဦးလွင်ခရိုင်,Pyinoolwin,,,,35,,22.92139,96.5054,
MMR010012701,3,မြို့နယ်,Township,သပိတ်ကျင်း,Thabeikkyin,thabeikkyin-MMR010012701,MMR010012701,,MMR010D002,ပြင်ဦးလွင်ခရိုင်,Pyinoolwin,,,,24,,22.88593,95.97525,
MMR010012702,3,မြို့နယ်,Township,တကောင်း,Takaung,takaung-MMR010012702,MMR010012702,,MMR010D002,ပြင်ဦးလွင်ခရိုင်,Pyinoolwin,,,,3,,23.50188,96.01367,
MMR010013701,3,မြို့နယ်,Township,ကျောက်ဆည်,Kyaukse,kyaukse-MMR010013701,MMR010013701,,MMR010D003,ကျောက်ဆည်ခရိုင်,Kyaukse,,,,97,,21.61325,96.13033,
MMR010014701,3,မြို့နယ်,Township,စဉ့်ကိုင်,Sintgaing,sintgaing-MMR010014701,MMR010014701,,MMR010D003,ကျောက်ဆည်ခရိုင်,Kyaukse,,,,53,,21.73114,96.10611,
MMR010015701,3,မြို့နယ်,Township,မြစ်သား,Myittha,myittha-MMR010015701,MMR010015701,,MMR010D003,ကျောက်ဆည်ခရိုင်,Kyaukse,,,,88,,21.42427,96.13086,
MMR010015702,3,မြို့နယ်,Township,ကူမဲ,Ku Me,ku-me-MMR010015702,MMR010015702,,MMR010D003,ကျောက်ဆည်ခရိုင်,Kyaukse,,,,5,,21.3583,96.1603,
MMR010016701,3,မြို့နယ်,Township,တံတားဦး,Tada-U,tada-u-MMR010016701,MMR010016701,,MMR010D003,ကျောက်ဆည်ခရိုင်,Kyaukse,,,,64,,21.8151,95.97069,
MMR010017701,3,မြို့နယ်,Township,မြင်းခြံ,Myingyan,myingyan-MMR010017701,MMR010017701,,MMR010D004,မြင်းခြံခရိုင်,Myingyan,,,,86,,21.45745,95.39179,
MMR010017702,3,မြို့နယ်,Township,ဆီမီးခုံ,Si Mee Khon,si-mee-khon-MMR010017702,MMR010017702,,MMR010D004,မြင်းခြံခရိုင်,Myingyan,,,,4,,21.735,95.4221,
MMR010018701,3,မြို့နယ်,Township,တောင်သာ,Taungtha,taungtha-MMR010018701,MMR010018701,,MMR010D004,မြင်းခြံခရိုင်,Myingyan,,,,83,,21.27603,95.44541,
MMR010019701,3,မြို့နယ်,Township,နွားထိုးကြီး,Natogyi,natogyi-MMR010019701,MMR010019701,,MMR010D004,မြင်းခြံခရိုင်,Myingyan,,,,72,,21.4237,95.6545,
MMR010020701,3,မြို့နယ်,Township,ကျောက်ပန်းတောင်း,Kyaukpadaung,kyaukpadaung-MMR010020701,MMR010020701,,MMR010D005,ညောင်ဦးခရိုင်,Nyaung-U,,,,121,,20.84248,95.13218,
MMR010021701,3,မြို့နယ်,Township,ငါန်းဇွန်,Ngazun,ngazun-MMR010021701,MMR010021701,,MMR010D004,မြင်းခြံခရိုင်,Myingyan,,,,48,,21.89846,95.68723,
MMR010022701,3,မြို့နယ်,Township,ညောင်ဦး,Nyaung-U,nyaung-u-MMR010022701,MMR010022701,,MMR010D005,ညောင်ဦးခရိုင်,Nyaung-U,,,,83,,21.19543,94.91011,
MMR010022702,3,မြို့နယ်,Township,ပုဂံ,Bagan,bagan-MMR010022702,MMR010022702,,MMR010D005,ညောင်ဦးခရိုင်,Nyaung-U,,,,6,,21.13197,94.86257,
MMR010022703,3,မြို့နယ်,Township,ငါ့သရောက်,Ngathayauk,ngathayauk-MMR010022703,MMR010022703,,MMR010D005,ညောင်ဦးခရိုင်,Nyaung-U,,,,4,,21.15058,95.13772,
MMR010023701,3,မြို့နယ်,Township,ရမည်းသင်း,Yamethin,yamethin-MMR010023701,MMR010023701,,MMR010D006,ရမည်းသင်းခရိုင်,Yamethin,,,,68,,20.4305,96.13747,
MMR010024701,3,မြို့နယ်,Township,ပျော်ဘွယ်,Pyawbwe,pyawbwe-MMR010024701,MMR010024701,,MMR010D006,ရမည်းသင်းခရိုင်,Yamethin,,,,84,,20.59472,96.05094,
MMR010028701,3,မြို့နယ်,Township,မိတ္ထီလာ,Meiktila,meiktila-MMR010028701,MMR010028701,,MMR010D007,မိတ္ထီလာခရိုင်,Meiktila,,,,72,,20.88189,95.86311,
MMR010029701,3,မြို့နယ်,Township,မလှိုင်,Mahlaing,mahlaing-MMR010029701,MMR010029701,,MMR010D007,မိတ္ထီလာခရိုင်,Meiktila,,,,56,,21.09867,95.64698,
MMR010030701,3,မြို့နယ်,Township,သာစည်,Thazi,thazi-MMR010030701,MMR010030701,,MMR010D007,မိတ္ထီလာခရိုင်,Meiktila,,,,87,,20.85019,96.05838,
MMR010031701,3,မြို့နယ်,Township,ဝမ်းတွင်း,Wundwin,wundwin-MMR010031701,MMR010031701,,MMR010D007,မိတ္ထီလာခရိုင်,Meiktila,,,,75,,21.09691,96.03001,
MMR010D001,2,ခရိုင်,District,မန္တလေးခရိုင်,Mandalay,mandalay-MMR010D001,MMR010D001,,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,,,8,199,,21.9433,96.0961,
MMR010D002,2,ခရိုင်,District,ပြင်ဦးလွင်ခရိုင်,Pyinoolwin,pyinoolwin-MMR010D002,MMR010D002,,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,,,6,248,,22.6803,96.1756,
MMR010D003,2,ခရိုင်,District,ကျောက်ဆည်ခရိုင်,Kyaukse,kyaukse-MMR010D003,MMR010D003,,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,,,5,307,,21.5884,96.0997,
MMR010D004,2,ခရိုင်,District,မြင်းခြံခရိုင်,Myingyan,myingyan-MMR010D004,MMR010D004,,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,,,5,293,,21.5581,95.5202,
MMR010D005,2,ခရိုင်,District,ညောင်ဦးခရိုင်,Nyaung-U,nyaung-u-MMR010D005,MMR010D005,,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,,,4,214,,21.0801,95.0106,
MMR010D006,2,ခရိုင်,District,ရမည်းသင်းခရိုင်,Yamethin,yamethin-MMR010D006,MMR010D006,,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,,,2,152,,20.5126,96.0942,
MMR010D007,2,ခရိုင်,District,မိတ္ထီလာခရိုင်,Meiktila,meiktila-MMR010D007,MMR010D007,,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,,,4,290,,20.9819,95.8996,
MMR011,1,တိုင်းဒေသကြီး/ပြည်နယ်,State/Region,မွန်ပြည်နယ်,Mon,mon-MMR011,MMR011,,,,,,2,17,494,,16.3986,97.5216,https://openadmindata.org/mm/regions/mon-MMR011/
MMR011001701,3,မြို့နယ်,Township,မော်လမြိုင်,Mawlamyine,mawlamyine-MMR011001701,MMR011001701,,MMR011D001,မော်လမြိုင်ခရိုင်,Mawlamyine,,,,48,,16.48459,97.62593,
MMR011002701,3,မြို့နယ်,Township,ကျိုက်မရော,Kyaikmaraw,kyaikmaraw-MMR011002701,MMR011002701,,MMR011D001,မော်လမြိုင်ခရိုင်,Mawlamyine,,,,48,,16.37045,97.72411,
MMR011003701,3,မြို့နယ်,Township,ချောင်းဆုံ,Chaungzon,chaungzon-MMR011003701,MMR011003701,,MMR011D001,မော်လမြိုင်ခရိုင်,Mawlamyine,,,,46,,16.35125,97.55048,
MMR011004701,3,မြို့နယ်,Township,သံဖြူဇရပ်,Thanbyuzayat,thanbyuzayat-MMR011004701,MMR011004701,,MMR011D001,မော်လမြိုင်ခရိုင်,Mawlamyine,,,,36,,15.9667,97.7333,
MMR011004702,3,မြို့နယ်,Township,ကျိုက္ခမီ,Kyaikkhami,kyaikkhami-MMR011004702,MMR011004702,,MMR011D001,မော်လမြိုင်ခရိုင်,Mawlamyine,,,,6,,16.08,97.5675,
MMR011005701,3,မြို့နယ်,Township,မုဒုံ,Mudon,mudon-MMR011005701,MMR011005701,,MMR011D001,မော်လမြိုင်ခရိုင်,Mawlamyine,,,,42,,16.25812,97.72478,
MMR011005702,3,မြို့နယ်,Township,ကမာ၀က်,Kamarwet,kamarwet-MMR011005702,MMR011005702,,MMR011D001,မော်လမြိုင်ခရိုင်,Mawlamyine,,,,5,,16.1409,97.73403,
MMR011006701,3,မြို့နယ်,Township,ရေး,Ye,ye-MMR011006701,MMR011006701,,MMR011D001,မော်လမြိုင်ခရိုင်,Mawlamyine,,,,39,,15.24539,97.84935,
MMR011006702,3,မြို့နယ်,Township,လမိုင်း,Lamaing,lamaing-MMR011006702,MMR011006702,,MMR011D001,မော်လမြိုင်ခရိုင်,Mawlamyine,,,,3,,15.50351,97.83215,
MMR011006703,3,မြို့နယ်,Township,ခေါဇာ,Khawzar,khawzar-MMR011006703,MMR011006703,,MMR011D001,မော်လမြိုင်ခရိုင်,Mawlamyine,,,,2,,15.03752,97.82935,
MMR011007701,3,မြို့နယ်,Township,သထုံ,Thaton,thaton-MMR011007701,MMR011007701,,MMR011D002,သထုံခရိုင်,Thaton,,,,55,,16.9197,97.3678,
MMR011007702,3,မြို့နယ်,Township,သုဝဏ္ဏဝတီ,Thuwunnawady,thuwunnawady-MMR011007702,MMR011007702,,MMR011D002,သထုံခရိုင်,Thaton,,,,3,,17.06022,97.30482,
MMR011008701,3,မြို့နယ်,Township,ပေါင်,Paung,paung-MMR011008701,MMR011008701,,MMR011D002,သထုံခရိုင်,Thaton,,,,55,,16.61679,97.45672,
MMR011008702,3,မြို့နယ်,Township,ဇင်းကျိုက်,Zinkyaik,zinkyaik-MMR011008702,MMR011008702,,MMR011D002,သထုံခရိုင်,Thaton,,,,4,,16.69655,97.42371,
MMR011009701,3,မြို့နယ်,Township,ကျိုက်ထို,Kyaikto,kyaikto-MMR011009701,MMR011009701,,MMR011D002,သထုံခရိုင်,Thaton,,,,42,,17.31156,97.01989,
MMR011009702,3,မြို့နယ်,Township,သိမ်ဇရပ်,Thein Za Yat,thein-za-yat-MMR011009702,MMR011009702,,MMR011D002,သထုံခရိုင်,Thaton,,,,4,,17.5137,96.884,
MMR011010701,3,မြို့နယ်,Township,ဘီးလင်း,Bilin,bilin-MMR011010701,MMR011010701,,MMR011D002,သထုံခရိုင်,Thaton,,,,56,,17.21987,97.23931,
MMR011D001,2,ခရိုင်,District,မော်လမြိုင်ခရိုင်,Mawlamyine,mawlamyine-MMR011D001,MMR011D001,,MMR011,မွန်ပြည်နယ်,Mon,,,10,275,,15.9438,97.7171,
MMR011D002,2,ခရိုင်,District,သထုံခရိုင်,Thaton,thaton-MMR011D002,MMR011D002,,MMR011,မွန်ပြည်နယ်,Mon,,,7,219,,17.0483,97.2423,
MMR012,1,တိုင်းဒေသကြီး/ပြည်နယ်,State/Region,ရခိုင်ပြည်နယ်,Rakhine,rakhine-MMR012,MMR012,,,,,,5,28,1245,,19.7253,93.4628,https://openadmindata.org/mm/regions/rakhine-MMR012/
MMR012001701,3,မြို့နယ်,Township,စစ်တွေ,Sittwe,sittwe-MMR012001701,MMR012001701,,MMR012D001,စစ်တွေခရိုင်,Sittwe,,,,60,,20.13727,92.88551,
MMR012002701,3,မြို့နယ်,Township,ပုဏ္ဏားကျွန်း,Ponnagyun,ponnagyun-MMR012002701,MMR012002701,,MMR012D001,စစ်တွေခရိုင်,Sittwe,,,,96,,20.33199,93.0043,
MMR012003701,3,မြို့နယ်,Township,မြောက်ဦး,Mrauk-U,mrauk-u-MMR012003701,MMR012003701,,MMR012D005,မြောက်ဦးခရိုင်,Mrauk-U,,,,103,,20.59185,93.18844,
MMR012004701,3,မြို့နယ်,Township,ကျောက်တော်,Kyauktaw,kyauktaw-MMR012004701,MMR012004701,,MMR012D005,မြောက်ဦးခရိုင်,Mrauk-U,,,,84,,20.84396,92.97282,
MMR012005701,3,မြို့နယ်,Township,မင်းပြား,Minbya,minbya-MMR012005701,MMR012005701,,MMR012D005,မြောက်ဦးခရိုင်,Mrauk-U,,,,70,,20.36452,93.27269,
MMR012006701,3,မြို့နယ်,Township,မြေပုံ,Myebon,myebon-MMR012006701,MMR012006701,,MMR012D005,မြောက်ဦးခရိုင်,Mrauk-U,,,,68,,20.04676,93.37376,
MMR012006702,3,မြို့နယ်,Township,ကမ်းထောင့်ကြီး,Kanhtauntkyi,kanhtauntkyi-MMR012006702,MMR012006702,,MMR012D005,မြောက်ဦးခရိုင်,Mrauk-U,,,,5,,19.85695,93.75902,
MMR012007701,3,မြို့နယ်,Township,ပေါက်တော,Pauktaw,pauktaw-MMR012007701,MMR012007701,,MMR012D001,စစ်တွေခရိုင်,Sittwe,,,,58,,20.18098,93.06817,
MMR012008701,3,မြို့နယ်,Township,ရသေ့တောင်,Rathedaung,rathedaung-MMR012008701,MMR012008701,,MMR012D001,စစ်တွေခရိုင်,Sittwe,,,,92,,20.48215,92.75606,
MMR012009701,3,မြို့နယ်,Township,မောင်တော,Maungdaw,maungdaw-MMR012009701,MMR012009701,,MMR012D002,မောင်တောခရိုင်,Maungdaw,,,,108,,20.81897,92.36776,
MMR012009702,3,မြို့နယ်,Township,တောင်ပြိုလက်ဝဲ,Taungpyoletwea,taungpyoletwea-MMR012009702,MMR012009702,,MMR012D002,မောင်တောခရိုင်,Maungdaw,,,,5,,21.19991,92.20068,
MMR012009703,3,မြို့နယ်,Township,ခမောင်းဆိပ်,Kha Maung Seik,kha-maung-seik-MMR012009703,MMR012009703,,MMR012D002,မောင်တောခရိုင်,Maungdaw,,,,5,,21.26554,92.27141,
MMR012009704,3,မြို့နယ်,Township,မြင်းလွှတ်,Myin Hlut,myin-hlut-MMR012009704,MMR012009704,,MMR012D002,မောင်တောခရိုင်,Maungdaw,,,,8,,20.62786,92.50212,
MMR012010701,3,မြို့နယ်,Township,ဘူးသီးတောင်,Buthidaung,buthidaung-MMR012010701,MMR012010701,,MMR012D002,မောင်တောခရိုင်,Maungdaw,,,,85,,20.87498,92.525,
MMR012011701,3,မြို့နယ်,Township,ကျောက်ဖြူ,Kyaukpyu,kyaukpyu-MMR012011701,MMR012011701,,MMR012D003,ကျောက်ဖြူခရိုင်,Kyaukpyu,,,,71,,19.4239,93.5544,
MMR012011702,3,မြို့နယ်,Township,စနဲ,Sa Ne,sa-ne-MMR012011702,MMR012011702,,MMR012D003,ကျောက်ဖြူခရိုင်,Kyaukpyu,,,,5,,19.2166,93.7336,
MMR012012701,3,မြို့နယ်,Township,မာန်အောင်,Munaung,munaung-MMR012012701,MMR012012701,,MMR012D003,ကျောက်ဖြူခရိုင်,Kyaukpyu,,,,41,,18.85506,93.7215,
MMR012013701,3,မြို့နယ်,Township,ရမ်းဗြဲ,Ramree,ramree-MMR012013701,MMR012013701,,MMR012D003,ကျောက်ဖြူခရိုင်,Kyaukpyu,,,,57,,19.08769,93.85886,
MMR012013702,3,မြို့နယ်,Township,လေးတောင်,Lay Taung,lay-taung-MMR012013702,MMR012013702,,MMR012D003,ကျောက်ဖြူခရိုင်,Kyaukpyu,,,,5,,19.03862,93.69485,
MMR012014701,3,မြို့နယ်,Township,အမ်း,Ann,ann-MMR012014701,MMR012014701,,MMR012D003,ကျောက်ဖြူခရိုင်,Kyaukpyu,,,,38,,19.79537,94.04791,
MMR012014702,3,မြို့နယ်,Township,တပ်တောင်,Tat Taung,tat-taung-MMR012014702,MMR012014702,,MMR012D003,ကျောက်ဖြူခရိုင်,Kyaukpyu,,,,3,,19.5682,93.9358,
MMR012015701,3,မြို့နယ်,Township,သံတွဲ,Thandwe,thandwe-MMR012015701,MMR012015701,,MMR012D004,သံတွဲခရိုင်,Thandwe,,,,67,,18.4662,94.3677,
MMR012015702,3,မြို့နယ်,Township,ငပလီ,Ngapali,ngapali-MMR012015702,MMR012015702,,MMR012D004,သံတွဲခရိုင်,Thandwe,,,,5,,18.43755,94.3206,
MMR012016701,3,မြို့နယ်,Township,တောင်ကုတ်,Toungup,toungup-MMR012016701,MMR012016701,,MMR012D004,သံတွဲခရိုင်,Thandwe,,,,57,,18.85353,94.23972,
MMR012016702,3,မြို့နယ်,Township,မအီ,Ma-Ei,ma-ei-MMR012016702,MMR012016702,,MMR012D004,သံတွဲခရိုင်,Thandwe,,,,4,,19.34234,94.13845,
MMR012016703,3,မြို့နယ်,Township,တန်းလွဲရွာမ,Tan Hlwe Ywar Ma,tan-hlwe-ywar-ma-MMR012016703,MMR012016703,,MMR012D004,သံတွဲခရိုင်,Thandwe,,,,6,,18.99829,94.12645,
MMR012017701,3,မြို့နယ်,Township,ဂွ,Gwa,gwa-MMR012017701,MMR012017701,,MMR012D004,သံတွဲခရိုင်,Thandwe,,,,36,,17.59369,94.57996,
MMR012017702,3,မြို့နယ်,Township,ကျိန္တလီ,Kyeintali,kyeintali-MMR012017702,MMR012017702,,MMR012D004,သံတွဲခရိုင်,Thandwe,,,,3,,18.00712,94.49141,
MMR012D001,2,ခရိုင်,District,စစ်တွေခရိုင်,Sittwe,sittwe-MMR012D001,MMR012D001,,MMR012,ရခိုင်ပြည်နယ်,Rakhine,,,4,306,,20.2831,92.9285,
MMR012D002,2,ခရိုင်,District,မောင်တောခရိုင်,Maungdaw,maungdaw-MMR012D002,MMR012D002,,MMR012,ရခိုင်ပြည်နယ်,Rakhine,,,5,211,,20.9575,92.3734,
MMR012D003,2,ခရိုင်,District,ကျောက်ဖြူခရိုင်,Kyaukpyu,kyaukpyu-MMR012D003,MMR012D003,,MMR012,ရခိုင်ပြည်နယ်,Rakhine,,,7,220,,19.2836,93.7924,
MMR012D004,2,ခရိုင်,District,သံတွဲခရိုင်,Thandwe,thandwe-MMR012D004,MMR012D004,,MMR012,ရခိုင်ပြည်နယ်,Rakhine,,,7,178,,18.5284,94.3235,
MMR012D005,2,ခရိုင်,District,မြောက်ဦးခရိုင်,Mrauk-U,mrauk-u-MMR012D005,MMR012D005,,MMR012,ရခိုင်ပြည်နယ်,Rakhine,,,5,330,,20.3408,93.3133,
MMR013,1,တိုင်းဒေသကြီး/ပြည်နယ်,State/Region,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,yangon-MMR013,MMR013,,,,,,4,49,1408,,16.8,96.094,https://openadmindata.org/mm/regions/yangon-MMR013/
MMR013001701,3,မြို့နယ်,Township,အင်းစိန်,Insein,insein-MMR013001701,MMR013001701,,MMR013D001,ရန်ကုန်(မြောက်ပိုင်း),Yangon (North),,,,21,,16.90177,96.09596,
MMR013002701,3,မြို့နယ်,Township,မင်္ဂလာဒုံ,Mingaladon,mingaladon-MMR013002701,MMR013002701,,MMR013D001,ရန်ကုန်(မြောက်ပိုင်း),Yangon (North),,,,19,,16.94914,96.12795,
MMR013002702,3,မြို့နယ်,Township,ထောက်ကြန့်,Htaukkyant,htaukkyant-MMR013002702,MMR013002702,,MMR013D001,ရန်ကုန်(မြောက်ပိုင်း),Yangon (North),,,,13,,17.04276,96.13231,
MMR013003701,3,မြို့နယ်,Township,မှော်ဘီ,Hmawbi,hmawbi-MMR013003701,MMR013003701,,MMR013D001,ရန်ကုန်(မြောက်ပိုင်း),Yangon (North),,,,43,,17.09987,96.0418,
MMR013004701,3,မြို့နယ်,Township,လှည်းကူး,Hlegu,hlegu-MMR013004701,MMR013004701,,MMR013D001,ရန်ကုန်(မြောက်ပိုင်း),Yangon (North),,,,59,,17.09875,96.22745,
MMR013005701,3,မြို့နယ်,Township,တိုက်ကြီး,Taikkyi,taikkyi-MMR013005701,MMR013005701,,MMR013D001,ရန်ကုန်(မြောက်ပိုင်း),Yangon (North),,,,83,,17.31263,95.96344,
MMR013005702,3,မြို့နယ်,Township,ဥက္ကံ,Okekan,okekan-MMR013005702,MMR013005702,,MMR013D001,ရန်ကုန်(မြောက်ပိုင်း),Yangon (North),,,,8,,17.49696,95.8607,
MMR013005703,3,မြို့နယ်,Township,အဖျောက်,Ahpyauk,ahpyauk-MMR013005703,MMR013005703,,MMR013D001,ရန်ကုန်(မြောက်ပိုင်း),Yangon (North),,,,4,,17.38239,95.69338,
MMR013006701,3,မြို့နယ်,Township,ထန်းတပင်,Htantabin,htantabin-MMR013006701,MMR013006701,,MMR013D001,ရန်ကုန်(မြောက်ပိုင်း),Yangon (North),,,,94,,17.0174,95.9827,
MMR013007701,3,မြို့နယ်,Township,ရွှေပြည်သာ,Shwepyithar,shwepyithar-MMR013007701,MMR013007701,,MMR013D001,ရန်ကုန်(မြောက်ပိုင်း),Yangon (North),,,,27,,16.95504,96.08329,
MMR013009701,3,မြို့နယ်,Township,သင်္ဃန်းကျွန်း,Thingangyun,thingangyun-MMR013009701,MMR013009701,,MMR013D002,ရန်ကုန်(အရှေ့ပိုင်း),Yangon (East),,,,39,,16.83101,96.19323,
MMR013010701,3,မြို့နယ်,Township,ရန်ကင်း,Yankin,yankin-MMR013010701,MMR013010701,,MMR013D002,ရန်ကုန်(အရှေ့ပိုင်း),Yangon (East),,,,15,,16.83601,96.1624,
MMR013011701,3,မြို့နယ်,Township,တောင်ဥက္ကလာပ,South Okkalapa,south-okkalapa-MMR013011701,MMR013011701,,MMR013D002,ရန်ကုန်(အရှေ့ပိုင်း),Yangon (East),,,,13,,16.84625,96.17986,
MMR013012701,3,မြို့နယ်,Township,မြောက်ဥက္ကလာပ,North Okkalapa,north-okkalapa-MMR013012701,MMR013012701,,MMR013D002,ရန်ကုန်(အရှေ့ပိုင်း),Yangon (East),,,,19,,16.91878,96.16303,
MMR013013701,3,မြို့နယ်,Township,သာကေတ,Thaketa,thaketa-MMR013013701,MMR013013701,,MMR013D002,ရန်ကုန်(အရှေ့ပိုင်း),Yangon (East),,,,19,,16.79301,96.20296,
MMR013014701,3,မြို့နယ်,Township,ဒေါပုံ,Dawbon,dawbon-MMR013014701,MMR013014701,,MMR013D002,ရန်ကုန်(အရှေ့ပိုင်း),Yangon (East),,,,14,,16.78192,96.18435,
MMR013015701,3,မြို့နယ်,Township,တာမွေ,Tamwe,tamwe-MMR013015701,MMR013015701,,MMR013D002,ရန်ကုန်(အရှေ့ပိုင်း),Yangon (East),,,,20,,16.81018,96.17646,
MMR013016701,3,မြို့နယ်,Township,ပုဇွန်တောင်,Pazundaung,pazundaung-MMR013016701,MMR013016701,,MMR013D002,ရန်ကုန်(အရှေ့ပိုင်း),Yangon (East),,,,10,,16.77965,96.17439,
MMR013017701,3,မြို့နယ်,Township,ဗိုလ်တထောင်,Botahtaung,botahtaung-MMR013017701,MMR013017701,,MMR013D002,ရန်ကုန်(အရှေ့ပိုင်း),Yangon (East),,,,12,,16.77197,96.16971,
MMR013018701,3,မြို့နယ်,Township,ဒဂုံမြို့သစ်(တောင်ပိုင်း),Dagon Myothit (South),dagon-myothit-south-MMR013018701,MMR013018701,,MMR013D002,ရန်ကုန်(အရှေ့ပိုင်း),Yangon (East),,,,49,,16.84016,96.22582,
MMR013019701,3,မြို့နယ်,Township,ဒဂုံမြို့သစ်(မြောက်ပိုင်း),Dagon Myothit (North),dagon-myothit-north-MMR013019701,MMR013019701,,MMR013D002,ရန်ကုန်(အရှေ့ပိုင်း),Yangon (East),,,,27,,16.87774,96.19079,
MMR013020701,3,မြို့နယ်,Township,ဒဂုံမြို့သစ် (အရှေ့ပိုင်း),Dagon Myothit (East),dagon-myothit-east-MMR013020701,MMR013020701,,MMR013D002,ရန်ကုန်(အရှေ့ပိုင်း),Yangon (East),,,,66,,16.91281,96.21323,
