id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
MMR016008703,မုံးထ,Hmone Hta,hmone-hta-MMR016008703,MMR016008703,3,19.7979,98.56708
MMR016006701,မိုင်းဆတ်,Monghsat,monghsat-MMR016006701,MMR016006701,33,20.50544,99.24724
MMR016006702,မိုင်းခုတ်,Mongkhoke,mongkhoke-MMR016006702,MMR016006702,3,20.74048,99.4636
MMR016008701,မိုင်းတုံ,Mongton,mongton-MMR016008701,MMR016008701,20,20.30351,98.90008
MMR016008702,ပုံပါကျင်,Ponparkyin,ponparkyin-MMR016008702,MMR016008702,5,19.8892,98.9382
