id,name.local,name.en,name.slug,code.id,children_count.township,children_count.ward,geo.lat,geo.lon
MMR007D001,ပဲခူးခရိုင်,Bago,bago-MMR007D001,MMR007D001,16,591,17.6768,96.6216
MMR008D001,ပြည်ခရိုင်,Pyay,pyay-MMR008D001,MMR008D001,11,350,18.696,95.3295
MMR007D002,တောင်ငူခရိုင်,Taungoo,taungoo-MMR007D002,MMR007D002,12,321,18.8734,96.4129
MMR008D002,သာယာဝတီခရိုင်,Thayarwady,thayarwady-MMR008D002,MMR008D002,12,542,18.0407,95.6591
