id,name.local,name.en,name.slug,code.id,children_count.township,children_count.ward,geo.lat,geo.lon
MMR009D005,ဂန့်ဂေါခရိုင်,Gangaw,gangaw-MMR009D005,MMR009D005,5,219,21.6712,94.1754
MMR009D001,မကွေးခရိုင်,Magway,magway-MMR009D001,MMR009D001,7,406,20.4111,95.1076
MMR009D002,မင်းဘူးခရိုင်,Minbu,minbu-MMR009D002,MMR009D002,7,324,20.3606,94.6255
MMR009D004,ပခုက္ကူခရိုင်,Pakokku,pakokku-MMR009D004,MMR009D004,7,385,21.367,94.8735
MMR009D003,သရက်ခရိုင်,Thayet,thayet-MMR009D003,MMR009D003,6,343,19.4581,95.0701
