id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
MMR008005703,အင်းမ,Inn Ma,inn-ma-MMR008005703,MMR008005703,5,18.52806,95.34904
MMR008003702,ဥရှစ်ပင်,Oakshitpin,oakshitpin-MMR008003702,MMR008003702,3,18.68519,95.01383
MMR008003701,ပန်းတောင်း,Padaung,padaung-MMR008003701,MMR008003701,47,18.71797,95.15353
MMR008002701,ပေါက်ခေါင်း,Paukkhaung,paukkhaung-MMR008002701,MMR008002701,58,18.9028,95.54819
MMR008001702,ပေါင်းတလည်,Paungdale,paungdale-MMR008001702,MMR008001702,4,18.84968,95.38459
MMR008004701,ပေါင်းတည်,Paungde,paungde-MMR008004701,MMR008004701,56,18.48947,95.50721
MMR008005702,ပုတီးကုန်း,Puteekone,puteekone-MMR008005702,MMR008005702,2,18.57236,95.45645
MMR008001701,ပြည်,Pyay,pyay-MMR008001701,MMR008001701,66,18.82151,95.22103
MMR008006701,ရွှေတောင်,Shwedaung,shwedaung-MMR008006701,MMR008006701,51,18.7051,95.21404
MMR008005704,ဆင်မြီးဆွဲ,Sin Mee Swea,sin-mee-swea-MMR008005704,MMR008005704,3,18.7369,95.3594
MMR008005701,သဲကုန်း,Thegon,thegon-MMR008005701,MMR008005701,55,18.64698,95.41721
