id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
MMR004008701,ကန်ပက်လက်,Kanpetlet,kanpetlet-MMR004008701,MMR004008701,28,21.19337,94.05666
MMR004008702,ကျင်ဒွေး,Kyin Dway,kyin-dway-MMR004008702,MMR004008702,4,20.973,93.8382
MMR004006702,မကွီအိမ်နူး,M'kuiimnu,mkuiimnu-MMR004006702,MMR004006702,4,21.1727,93.5945
MMR004006701,မင်းတပ်,Mindat,mindat-MMR004006701,MMR004006701,50,21.37176,93.97365
