id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
MMR013037701,အလုံ,Ahlone,ahlone-MMR013037701,MMR013037701,11,16.7824,96.12786
MMR013044701,ဗဟန်း,Bahan,bahan-MMR013044701,MMR013044701,22,16.81543,96.15611
MMR013043701,ဒဂုံ,Dagon,dagon-MMR013043701,MMR013043701,5,16.79495,96.1469
MMR013040701,လှိုင်,Hlaing,hlaing-MMR013040701,MMR013040701,16,16.84793,96.12523
MMR013041701,ကမာရွတ်,Kamayut,kamayut-MMR013041701,MMR013041701,10,16.82768,96.13244
MMR013033701,ကျောက်တံတား,Kyauktada,kyauktada-MMR013033701,MMR013033701,9,16.77426,96.16164
MMR013038701,ကြည့်မြင်တိုင်,Kyeemyindaing,kyeemyindaing-MMR013038701,MMR013038701,22,16.81457,96.12188
MMR013035701,လမ်းမတော်,Lanmadaw,lanmadaw-MMR013035701,MMR013035701,13,16.77991,96.14234
MMR013036701,လသာ,Latha,latha-MMR013036701,MMR013036701,10,16.77712,96.15053
MMR013042701,မရမ်းကုန်း,Mayangone,mayangone-MMR013042701,MMR013042701,10,16.86619,96.14261
MMR013034701,ပန်းဘဲတန်း,Pabedan,pabedan-MMR013034701,MMR013034701,11,16.77698,96.15601
MMR013039701,စမ်းချောင်း,Sanchaung,sanchaung-MMR013039701,MMR013039701,18,16.80381,96.13729
