id,name.local,name.en,name.slug,code.id,children_count.township,children_count.ward,geo.lat,geo.lon
MMR010D003,ကျောက်ဆည်ခရိုင်,Kyaukse,kyaukse-MMR010D003,MMR010D003,5,307,21.5884,96.0997
MMR010D001,မန္တလေးခရိုင်,Mandalay,mandalay-MMR010D001,MMR010D001,8,199,21.9433,96.0961
MMR010D007,မိတ္ထီလာခရိုင်,Meiktila,meiktila-MMR010D007,MMR010D007,4,290,20.9819,95.8996
MMR010D004,မြင်းခြံခရိုင်,Myingyan,myingyan-MMR010D004,MMR010D004,5,293,21.5581,95.5202
MMR010D005,ညောင်ဦးခရိုင်,Nyaung-U,nyaung-u-MMR010D005,MMR010D005,4,214,21.0801,95.0106
MMR010D002,ပြင်ဦးလွင်ခရိုင်,Pyinoolwin,pyinoolwin-MMR010D002,MMR010D002,6,248,22.6803,96.1756
MMR010D006,ရမည်းသင်းခရိုင်,Yamethin,yamethin-MMR010D006,MMR010D006,2,152,20.5126,96.0942
