id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
MMR011003701,ချောင်းဆုံ,Chaungzon,chaungzon-MMR011003701,MMR011003701,46,16.35125,97.55048
MMR011005702,ကမာ၀က်,Kamarwet,kamarwet-MMR011005702,MMR011005702,5,16.1409,97.73403
MMR011006703,ခေါဇာ,Khawzar,khawzar-MMR011006703,MMR011006703,2,15.03752,97.82935
MMR011004702,ကျိုက္ခမီ,Kyaikkhami,kyaikkhami-MMR011004702,MMR011004702,6,16.08,97.5675
MMR011002701,ကျိုက်မရော,Kyaikmaraw,kyaikmaraw-MMR011002701,MMR011002701,48,16.37045,97.72411
MMR011006702,လမိုင်း,Lamaing,lamaing-MMR011006702,MMR011006702,3,15.50351,97.83215
MMR011001701,မော်လမြိုင်,Mawlamyine,mawlamyine-MMR011001701,MMR011001701,48,16.48459,97.62593
MMR011005701,မုဒုံ,Mudon,mudon-MMR011005701,MMR011005701,42,16.25812,97.72478
MMR011004701,သံဖြူဇရပ်,Thanbyuzayat,thanbyuzayat-MMR011004701,MMR011004701,36,15.9667,97.7333
MMR011006701,ရေး,Ye,ye-MMR011006701,MMR011006701,39,15.24539,97.84935
