id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
MMR003005701,မြဝတီ,Myawaddy,myawaddy-MMR003005701,MMR003005701,24,16.68868,98.51304
MMR003005702,စုကလိ,Su Ka Li,su-ka-li-MMR003005702,MMR003005702,1,16.15439,98.59621
MMR003005703,Waw Lay Myaing (Waw Lay),Waw Lay Myaing (Waw Lay),waw-lay-myaing-waw-lay-MMR003005703,MMR003005703,2,16.29392,98.71324
