id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
MMR013017701,ဗိုလ်တထောင်,Botahtaung,botahtaung-MMR013017701,MMR013017701,12,16.77197,96.16971
MMR013020701,ဒဂုံမြို့သစ် (အရှေ့ပိုင်း),Dagon Myothit (East),dagon-myothit-east-MMR013020701,MMR013020701,66,16.91281,96.21323
MMR013019701,ဒဂုံမြို့သစ်(မြောက်ပိုင်း),Dagon Myothit (North),dagon-myothit-north-MMR013019701,MMR013019701,27,16.87774,96.19079
MMR013021701,ဒဂုံမြို့သစ် (ဆိပ်ကမ်း),Dagon Myothit (Seikkan),dagon-myothit-seikkan-MMR013021701,MMR013021701,39,16.84049,96.27256
MMR013018701,ဒဂုံမြို့သစ်(တောင်ပိုင်း),Dagon Myothit (South),dagon-myothit-south-MMR013018701,MMR013018701,49,16.84016,96.22582
MMR013014701,ဒေါပုံ,Dawbon,dawbon-MMR013014701,MMR013014701,14,16.78192,96.18435
MMR013022701,မင်္ဂလာတောင်ညွန့်,Mingalartaungnyunt,mingalartaungnyunt-MMR013022701,MMR013022701,20,16.78891,96.16786
MMR013012701,မြောက်ဥက္ကလာပ,North Okkalapa,north-okkalapa-MMR013012701,MMR013012701,19,16.91878,96.16303
MMR013016701,ပုဇွန်တောင်,Pazundaung,pazundaung-MMR013016701,MMR013016701,10,16.77965,96.17439
MMR013011701,တောင်ဥက္ကလာပ,South Okkalapa,south-okkalapa-MMR013011701,MMR013011701,13,16.84625,96.17986
MMR013015701,တာမွေ,Tamwe,tamwe-MMR013015701,MMR013015701,20,16.81018,96.17646
MMR013013701,သာကေတ,Thaketa,thaketa-MMR013013701,MMR013013701,19,16.79301,96.20296
MMR013009701,သင်္ဃန်းကျွန်း,Thingangyun,thingangyun-MMR013009701,MMR013009701,39,16.83101,96.19323
MMR013010701,ရန်ကင်း,Yankin,yankin-MMR013010701,MMR013010701,15,16.83601,96.1624
