id,name.local,name.en,name.slug,code.id,children_count.township,children_count.ward,geo.lat,geo.lon
MMR003D001,ဘားအံခရိုင်,Hpa-An,hpa-an-MMR003D001,MMR003D001,8,264,18.0856,97.2443
MMR003D004,ဖာပွန်ခရိုင်,Hpapun,hpapun-MMR003D004,MMR003D004,2,41,17.705,97.5481
MMR003D003,ကော့ကရိတ်ခရိုင်,Kawkareik,kawkareik-MMR003D003,MMR003D003,5,131,16.0996,98.2355
MMR003D002,မြဝတီခရိုင်,Myawaddy,myawaddy-MMR003D002,MMR003D002,3,27,16.379,98.6075
