id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
MMR007001701,ပဲခူး,Bago,bago-MMR007001701,MMR007001701,100,17.33583,96.48389
MMR007007701,ဒိုက်ဦး,Daik-U,daik-u-MMR007007701,MMR007007701,53,17.78967,96.66969
MMR007006703,ဖဒို,Hpa Do,hpa-do-MMR007006703,MMR007006703,5,18.0377,96.5549
MMR007001702,ဘုရားကြီး,Hpayargyi,hpayargyi-MMR007001702,MMR007001702,3,17.47538,96.52654
MMR007001703,အင်းတကော်,Inntakaw,inntakaw-MMR007001703,MMR007001703,6,17.18087,96.37637
MMR007003701,ကဝ,Kawa,kawa-MMR007003701,MMR007003701,98,17.08967,96.46632
MMR007006701,ကျောက်တံခါး,Kyauktaga,kyauktaga-MMR007006701,MMR007006701,52,18.15867,96.61391
MMR007005702,မဒေါက်,Madauk,madauk-MMR007005702,MMR007005702,2,17.91491,96.84535
MMR007005701,ညောင်လေးပင်,Nyaunglebin,nyaunglebin-MMR007005701,MMR007005701,54,17.95323,96.72151
MMR007005704,ပိန်းဇလုပ်,Peinzalok,peinzalok-MMR007005704,MMR007005704,2,18.0699,96.66836
MMR007006702,ပဲနွယ်ကုန်း,Penwegon,penwegon-MMR007006702,MMR007006702,8,18.22271,96.56886
MMR007005703,ပြွန်တန်ဆာ,Pyuntasa,pyuntasa-MMR007005703,MMR007005703,4,17.87517,96.71597
MMR007008701,ရွှေကျင်,Shwegyin,shwegyin-MMR007008701,MMR007008701,68,17.92304,96.87767
MMR007002701,သနပ်ပင်,Thanatpin,thanatpin-MMR007002701,MMR007002701,66,17.28903,96.57664
MMR007003702,သက္ကလ,Thetkala,thetkala-MMR007003702,MMR007003702,6,17.02939,96.59657
MMR007004701,ဝေါ,Waw,waw-MMR007004701,MMR007004701,64,17.4836,96.68234
