id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
MMR017005702,အထောင်,Ahtaung,ahtaung-MMR017005702,MMR017005702,4,17.34855,95.33365
MMR017006703,အသုတ်,Ahthoke,ahthoke-MMR017006703,MMR017006703,5,17.19974,95.08331
MMR017001704,ချောင်းသာ,Chaung Thar,chaung-thar-MMR017001704,MMR017001704,3,16.9597,94.4447
MMR017004703,ဟိုင်းကြီးကျွန်း,Hainggyikyun,hainggyikyun-MMR017004703,MMR017004703,3,16.01602,94.34411
MMR017002701,ကန်ကြီးထောင့်,Kangyidaunt,kangyidaunt-MMR017002701,MMR017002701,80,16.9329,94.89476
MMR017007701,ကျောင်းကုန်း,Kyaunggon,kyaunggon-MMR017007701,MMR017007701,68,17.10768,95.1904
MMR017005701,ကျုံပျော်,Kyonpyaw,kyonpyaw-MMR017005701,MMR017005701,94,17.3,95.2
MMR017004701,ငပုတော,Ngapudaw,ngapudaw-MMR017004701,MMR017004701,87,16.5431,94.69224
MMR017006702,ငသိုင်းချောင်း,Ngathaingchaung,ngathaingchaung-MMR017006702,MMR017006702,6,17.39927,95.07731
MMR017004702,ငရုတ်ကောင်း,Ngayokekaung,ngayokekaung-MMR017004702,MMR017004702,2,16.52089,94.3019
MMR017001703,ငွေဆောင်,Ngwesaung,ngwesaung-MMR017001703,MMR017001703,4,16.86379,94.38711
MMR017001701,ပုသိမ်,Pathein,pathein-MMR017001701,MMR017001701,68,16.77924,94.73303
MMR017001702,ရွှေသောင်ယံ,Shwethaungyan,shwethaungyan-MMR017001702,MMR017001702,3,17.07674,94.46133
MMR017003701,သာပေါင်း,Thabaung,thabaung-MMR017003701,MMR017003701,70,17.04734,94.80589
MMR017006701,ရေကြည်,Yegyi,yegyi-MMR017006701,MMR017006701,93,17.34456,95.12067
