id,name.local,name.en,name.slug,code.id,children_count.township,children_count.ward,geo.lat,geo.lon
MMR017D002,ဟင်္သာတခရိုင်,Hinthada,hinthada-MMR017D002,MMR017D002,13,447,17.9116,95.3144
MMR017D004,လပွတ္တာခရိုင်,Labutta,labutta-MMR017D004,MMR017D004,4,203,16.1378,94.9031
MMR017D005,မအူပင်ခရိုင်,Maubin,maubin-MMR017D005,MMR017D005,4,279,17.004,95.5862
MMR017D003,မြောင်းမြခရိုင်,Myaungmya,myaungmya-MMR017D003,MMR017D003,4,364,16.6343,95.1056
MMR017D001,ပုသိမ်ခရိုင်,Pathein,pathein-MMR017D001,MMR017D001,15,590,16.9626,94.8047
MMR017D006,ဖျာပုံခရိုင်,Pyapon,pyapon-MMR017D006,MMR017D006,5,347,16.2477,95.5957
