id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
MMR015021701,ဟိုပန်,Hopang,hopang-MMR015021701,MMR015021701,64,23.42544,98.75029
MMR015021703,ပန်လုံ,Pan Lon,pan-lon-MMR015021703,MMR015021703,8,23.25641,98.78571
