id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
MMR007010702,ဆွာ,Hswar,hswar-MMR007010702,MMR007010702,2,19.26498,96.29072
MMR007012702,ကညွတ်ကွင်း,Kanyutkwin,kanyutkwin-MMR007012702,MMR007012702,4,18.3404,96.49218
MMR007009702,ကေတုမတီ,Kaytumati,kaytumati-MMR007009702,MMR007009702,4,19.01432,96.40357
MMR007011701,ကျောက်ကြီး,Kyaukkyi,kyaukkyi-MMR007011701,MMR007011701,53,18.32764,96.76862
MMR007013702,ကျွဲပွဲ,Kywe Pwe,kywe-pwe-MMR007013702,MMR007013702,5,18.7,96.4099
MMR007010704,မြို့လှ,Myo Hla,myo-hla-MMR007010704,MMR007010704,9,19.40442,96.26628
MMR007013701,အုတ်တွင်း,Oktwin,oktwin-MMR007013701,MMR007013701,47,18.83293,96.41363
MMR007012701,ဖြူး,Phyu,phyu-MMR007012701,MMR007012701,71,18.48438,96.43572
MMR007009701,တောင်ငူ,Taungoo,taungoo-MMR007009701,MMR007009701,60,18.93953,96.43314
MMR007010703,ရေနီ,Yae Ni,yae-ni-MMR007010703,MMR007010703,4,19.47438,96.26804
MMR007010701,ရေတာရှည်,Yedashe,yedashe-MMR007010701,MMR007010701,58,19.15693,96.34234
MMR007012703,ဇေယျ၀တီ,Zayyawadi,zayyawadi-MMR007012703,MMR007012703,4,18.54097,96.43084
