id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
MMR014005702,အောင်ပန်း,Aungpan,aungpan-MMR014005702,MMR014005702,12,20.66122,96.63584
MMR014001702,အေးသာယာ,Ayetharyar,ayetharyar-MMR014001702,MMR014001702,12,20.77475,96.99882
MMR014005703,ဟဲဟိုး,He Hoe,he-hoe-MMR014005703,MMR014005703,5,20.7221,96.8239
MMR014003701,ဟိုပုံး,Hopong,hopong-MMR014003701,MMR014003701,28,20.79743,97.17024
MMR014004701,ဆီဆိုင်,Hsihseng,hsihseng-MMR014004701,MMR014004701,19,20.16227,97.2519
MMR014008702,အင်တော,Intaw,intaw-MMR014008702,MMR014008702,6,21.63124,96.92252
MMR014005701,ကလော,Kalaw,kalaw-MMR014005701,MMR014005701,37,20.62418,96.55864
MMR014001703,ကျောက်တလုံးကြီး,Kyauktalonegyi,kyauktalonegyi-MMR014001703,MMR014001703,6,20.371,97.024
MMR014008701,ရပ်စောက်,Lawksawk,lawksawk-MMR014008701,MMR014008701,26,21.24664,96.86518
MMR014002702,နန်းပန်,Nang Pang,nang-pang-MMR014002702,MMR014002702,4,20.45493,96.90596
MMR014009702,နောင်တရား,Naungtayar,naungtayar-MMR014009702,MMR014009702,3,20.29326,96.75691
MMR014002701,ညောင်ရွှေ,Nyaungshwe,nyaungshwe-MMR014002701,MMR014002701,42,20.65957,96.93206
MMR014009703,ပေါင်းလောင်း,Pawng Lawng,pawng-lawng-MMR014009703,MMR014009703,6,19.98626,96.58254
MMR014010701,ဖယ်ခုံ,Pekon,pekon-MMR014010701,MMR014010701,19,19.86348,97.00831
MMR014006701,ပင်းတယ,Pindaya,pindaya-MMR014006701,MMR014006701,40,20.94158,96.66279
MMR014009701,ပင်လောင်း,Pinlaung,pinlaung-MMR014009701,MMR014009701,35,20.12439,96.78219
MMR014001704,ရွှေညောင်,Shwenyaung,shwenyaung-MMR014001704,MMR014001704,11,20.76015,96.93614
MMR014001701,တောင်ကြီး,Taunggyi,taunggyi-MMR014001701,MMR014001701,46,20.77477,97.03598
MMR014007701,ရွာငံ,Ywangan,ywangan-MMR014007701,MMR014007701,32,21.16282,96.44229
