id,name.local,name.en,name.slug,code.id,children_count.township,children_count.ward,geo.lat,geo.lon
MMR011D001,မော်လမြိုင်ခရိုင်,Mawlamyine,mawlamyine-MMR011D001,MMR011D001,10,275,15.9438,97.7171
MMR011D002,သထုံခရိုင်,Thaton,thaton-MMR011D002,MMR011D002,7,219,17.0483,97.2423
