id,name.local,name.en,name.slug,code.id,children_count.township,children_count.ward,geo.lat,geo.lon
MMR004D001,ဖလမ်းခရိုင်,Falam,falam-MMR004D001,MMR004D001,7,198,23.3385,93.6884
MMR004D003,ဟားခါးခရိုင်,Hakha,hakha-MMR004D003,MMR004D003,4,82,22.446,93.5257
MMR004D004,မတူပီခရိုင်,Matupi,matupi-MMR004D004,MMR004D004,5,177,21.6429,93.183
MMR004D002,မင်းတပ်ခရိုင်,Mindat,mindat-MMR004D002,MMR004D002,4,86,21.1777,93.8658
