id,name.local,name.en,name.slug,code.id,children_count.township,children_count.ward,geo.lat,geo.lon
MMR018D002,ဒက္ခိဏခရိုင်,Det Khi Na,det-khi-na-MMR018D002,MMR018D002,4,130,19.7099,96.1205
MMR018D001,ဥတ္တရခရိုင်,Oke Ta Ra,oke-ta-ra-MMR018D001,MMR018D001,4,118,19.9318,96.1844
