id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
MMR008014701,ကြို့ပင်ကောက်,Gyobingauk,gyobingauk-MMR008014701,MMR008014701,59,18.22989,95.65259
MMR008008701,လက်ပံတန်း,Letpadan,letpadan-MMR008008701,MMR008008701,53,17.779,95.74529
MMR008009701,မင်းလှ,Minhla,minhla-MMR008009701,MMR008009701,132,17.97389,95.70905
MMR008013701,မိုးညို,Monyo,monyo-MMR008013701,MMR008013701,42,18.02719,95.51185
MMR008012701,နတ်တလင်း,Nattalin,nattalin-MMR008012701,MMR008012701,82,18.42753,95.54731
MMR008010702,အိုးသည်ကုန်း,Oe Thei Kone,oe-thei-kone-MMR008010702,MMR008010702,4,18.0432,95.6935
MMR008010701,အုတ်ဖို,Okpho,okpho-MMR008010701,MMR008010701,60,18.13022,95.67177
MMR008009702,စစ်ကွင်း,Sit Kwin,sit-kwin-MMR008009702,MMR008009702,4,17.8941,95.7232
MMR008012702,တာပွန်,Tar Pun,tar-pun-MMR008012702,MMR008012702,3,18.361,95.4549
MMR008007701,သာယာဝတီ,Thayarwady,thayarwady-MMR008007701,MMR008007701,56,17.65441,95.78629
MMR008007702,သုံးဆယ်,Thonse,thonse-MMR008007702,MMR008007702,13,17.62988,95.78985
MMR008011701,ဇီးကုန်း,Zigon,zigon-MMR008011701,MMR008011701,34,18.33846,95.62304
