id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
MMR013032701,ကိုကိုးကျွန်း,Cocokyun,cocokyun-MMR013032701,MMR013032701,2,14.13443,93.36821
MMR013030701,ဒလ,Dala,dala-MMR013030701,MMR013030701,47,16.75855,96.143
MMR013028701,ကော့မှူး,Kawhmu,kawhmu-MMR013028701,MMR013028701,62,16.54616,96.06195
MMR013026701,ခရမ်း,Kayan,kayan-MMR013026701,MMR013026701,66,16.90544,96.5605
MMR013029701,ကွမ်းခြံကုန်း,Kungyangon,kungyangon-MMR013029701,MMR013029701,50,16.4394,96.0119
MMR013024701,ကျောက်တန်း,Kyauktan,kyauktan-MMR013024701,MMR013024701,55,16.63393,96.32351
MMR013031701,ဆိပ်ကြီး/ခနောင်တို,Seikgyikanaungto,seikgyikanaungto-MMR013031701,MMR013031701,9,16.75779,96.11637
MMR013024702,တံတား,Tadar,tadar-MMR013024702,MMR013024702,4,16.64788,96.53949
MMR013023701,သန်လျင်,Thanlyin,thanlyin-MMR013023701,MMR013023701,45,16.76378,96.25184
MMR013025701,သုံးခွ,Thongwa,thongwa-MMR013025701,MMR013025701,76,16.7586,96.52309
MMR013027701,တွံတေး,Twantay,twantay-MMR013027701,MMR013027701,73,16.70734,95.93047
