id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
MMR014014702,ကာလိ,Kar Li,kar-li-MMR014014702,MMR014014702,6,21.28872,98.53381
MMR014013702,ခိုလမ်,Kho Lam,kho-lam-MMR014013702,MMR014013702,6,21.09887,98.10086
MMR014014701,ကွန်ဟိန်း,Kunhing,kunhing-MMR014014701,MMR014014701,19,21.301,98.424
MMR014015701,ကျေးသီး,Kyethi,kyethi-MMR014015701,MMR014015701,38,21.92515,97.81933
MMR014012701,လဲချား,Laihka,laihka-MMR014012701,MMR014012701,23,21.27024,97.66509
MMR014011701,လွိုင်လင်,Loilen,loilen-MMR014011701,MMR014011701,23,20.92536,97.56581
MMR014017701,မိုင်းရှူး,Monghsu,monghsu-MMR014017701,MMR014017701,21,21.90513,98.36044
MMR014016701,မိုင်းကိုင်,Mongkaing,mongkaing-MMR014016701,MMR014016701,29,21.61149,97.52699
MMR014015702,မိုင်းနောင်,Mongnawng,mongnawng-MMR014015702,MMR014015702,5,21.645,98.123
MMR014017702,မိုင်းစံ (မုန်းဆန်း),Mongsan (Hmonesan),mongsan-hmonesan-MMR014017702,MMR014017702,3,21.65989,98.36456
MMR014013701,နမ့်စန်,Nansang,nansang-MMR014013701,MMR014013701,25,20.88912,97.72022
MMR014011702,ပင်လုံ,Pinlon,pinlon-MMR014011702,MMR014011702,4,20.991,97.532
