id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
MMR017016701,လပွတ္တာ,Labutta,labutta-MMR017016701,MMR017016701,75,16.14557,94.75889
MMR017016703,လပွတ္တာ (၃) မိုင်,Labutta (3) Mile,labutta-3-mile-MMR017016703,MMR017016703,4,16.19983,94.78124
MMR017018701,မော်လမြိုင်ကျွန်း,Mawlamyinegyun,mawlamyinegyun-MMR017018701,MMR017018701,121,16.37894,95.26298
MMR017016702,ပြင်စလူ,Pyinsalu,pyinsalu-MMR017016702,MMR017016702,3,15.82677,94.80943
