id,name.local,name.en,name.slug,code.id,children_count.township,children_count.ward,geo.lat,geo.lon
MMR012D003,ကျောက်ဖြူခရိုင်,Kyaukpyu,kyaukpyu-MMR012D003,MMR012D003,7,220,19.2836,93.7924
MMR012D002,မောင်တောခရိုင်,Maungdaw,maungdaw-MMR012D002,MMR012D002,5,211,20.9575,92.3734
MMR012D005,မြောက်ဦးခရိုင်,Mrauk-U,mrauk-u-MMR012D005,MMR012D005,5,330,20.3408,93.3133
MMR012D001,စစ်တွေခရိုင်,Sittwe,sittwe-MMR012D001,MMR012D001,4,306,20.2831,92.9285
MMR012D004,သံတွဲခရိုင်,Thandwe,thandwe-MMR012D004,MMR012D004,7,178,18.5284,94.3235
