id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
MMR012007701,ပေါက်တော,Pauktaw,pauktaw-MMR012007701,MMR012007701,58,20.18098,93.06817
MMR012002701,ပုဏ္ဏားကျွန်း,Ponnagyun,ponnagyun-MMR012002701,MMR012002701,96,20.33199,93.0043
MMR012008701,ရသေ့တောင်,Rathedaung,rathedaung-MMR012008701,MMR012008701,92,20.48215,92.75606
MMR012001701,စစ်တွေ,Sittwe,sittwe-MMR012001701,MMR012001701,60,20.13727,92.88551
