id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
MMR010022702,ပုဂံ,Bagan,bagan-MMR010022702,MMR010022702,6,21.13197,94.86257
MMR010020701,ကျောက်ပန်းတောင်း,Kyaukpadaung,kyaukpadaung-MMR010020701,MMR010020701,121,20.84248,95.13218
MMR010022703,ငါ့သရောက်,Ngathayauk,ngathayauk-MMR010022703,MMR010022703,4,21.15058,95.13772
MMR010022701,ညောင်ဦး,Nyaung-U,nyaung-u-MMR010022701,MMR010022701,83,21.19543,94.91011
