id,name.local,name.en,name.slug,code.id,children_count.township,children_count.ward,geo.lat,geo.lon
MMR001D003,ဗန်းမော်ခရိုင်,Bhamo,bhamo-MMR001D003,MMR001D003,7,212,24.3035,97.2168
MMR001D002,မိုးညှင်းခရိုင်,Mohnyin,mohnyin-MMR001D002,MMR001D002,9,137,25.173,96.5496
MMR001D001,မြစ်ကြီးနားခရိုင်,Myitkyina,myitkyina-MMR001D001,MMR001D001,11,284,25.7127,97.5747
MMR001D004,ပူတာအိုခရိုင်,Puta-O,puta-o-MMR001D004,MMR001D004,6,147,27.2368,97.7713
